ID,Name (Nama Hidangan),Category (Kategori),Price (Harga RM),Stock Count (Stok),Available (Tersedia),Description (Penerangan),Image URL,Barcode,Created At,Updated At
"86c3e2fc-86a0-4a18-85cb-2d26c5f864ba","Nasi Ikan Talapia","Fish","15.00","Unlimited","No","","https://arleta.site/interactivelink/1709/01-nasi-ikan-talapia.webp","","2026-09-04T08:02:06.798285+00:00",""
"67685108-c70a-4ea2-97bc-f46d51347b57","Chicken Popcorn","Chicken","10.00","Unlimited","No","","https://arleta.site/interactivelink/1709/02-chicken-popcorn.webp","","2026-09-04T08:02:06.798285+00:00",""
"99cffa93-f4f9-47d9-b576-7921ac365b69","Nasi Ayam Paha","Chicken","8.00","Unlimited","No","","https://arleta.site/interactivelink/1709/03-nasi-ayam-paha.webp","","2026-09-04T08:02:06.798285+00:00",""
"e209c572-6d9e-4077-857f-8d43eb805df7","Nasi Ayam Butter","Chicken","12.00","Unlimited","No","","https://arleta.site/interactivelink/1709/04-nasi-ayam-butter.webp","","2026-09-04T08:02:06.798285+00:00",""
"5fb5dc1e-c812-4a8d-9572-31964a5f4d25","Nasi Set Udang","Food","15.00","Unlimited","No","","https://arleta.site/interactivelink/1709/05-nasi-set-udang.webp","","2026-09-04T08:02:06.798285+00:00",""
"3f168be6-19b6-4987-86bd-d3737e59a8ad","Nasi Ikan Boulu","Fish","15.00","Unlimited","No","","https://i.postimg.cc/mkMDhhMn/IMG-20260525-WA0007.jpg","","2026-09-04T08:02:06.798285+00:00",""
"2c185a35-2053-43de-8b5d-b1f4d3fa4cd0","Chicken Katsu","Chicken","12.00","Unlimited","No","","https://arleta.site/interactivelink/1709/07-chicken-katsu.webp","","2026-09-04T08:02:06.798285+00:00",""
"63b6963b-f810-4915-8c4c-f2aeecaf3f7c","Nasi Chicken Chop","Chicken","12.00","Unlimited","No","","https://arleta.site/interactivelink/1709/08-nasi-chicken-chop.webp","","2026-09-04T08:02:06.798285+00:00",""
"8b540371-9c52-431d-8b89-a490d7da592e","Nasi Honey Chicken","Chicken","10.00","Unlimited","No","","https://arleta.site/interactivelink/1709/09-nasi-honey-chicken.webp","","2026-09-04T08:02:06.798285+00:00",""
"e070dde8-5d10-4fdd-aa8c-161a778e9bd7","Set Ayam Geprek","Chicken","15.00","Unlimited","No","","https://arleta.site/interactivelink/1709/10-set-ayam-geprek.webp","","2026-09-04T08:02:06.798285+00:00",""
"402f8806-44e7-4f97-aeaa-009510afa50f","Nasi Ayam Penyet","Chicken","14.00","Unlimited","No","","https://arleta.site/interactivelink/1709/11-nasi-ayam-penyet.webp","","2026-09-04T08:02:06.798285+00:00",""
"2b753e7a-cfa8-4a9f-827d-6c5d224039c4","Nasi Orange Chicken","Chicken","10.00","Unlimited","No","","https://arleta.site/interactivelink/1709/12-nasi-orange-chicken.webp","","2026-09-04T08:02:06.798285+00:00",""
"73401ef8-7d69-4418-aba6-1983c37228be","Nasi Udang Butter","Food","15.00","Unlimited","No","","https://arleta.site/interactivelink/1709/13-nasi-udang-butter.webp","","2026-09-04T08:02:06.798285+00:00",""
"c3e9aedc-052a-4b27-bf47-fc10604b07c9","Set Nasi SIAKAP","Fish","20.00","Unlimited","No","","https://i.postimg.cc/ZRFwrmM4/IMG-20260525-WA0006.jpg","","2026-09-04T08:02:06.798285+00:00",""
"98ce946c-1ce4-43c8-b7a6-250cb5a5a8fa","Set Nasi Dorry Fillet","Fish","12.00","Unlimited","No","","https://i.postimg.cc/k4npYD8M/IMG-20260525-WA0004.jpg","","2026-09-04T08:02:06.798285+00:00",""
"8d9c33d1-6f9a-4b2f-8887-ac6f2f4f1710","Set LENGKUNIS","Fish","15.00","Unlimited","No","","https://i.postimg.cc/SssGz9CN/IMG-20260525-WA0009.jpg","","2026-09-04T08:02:06.798285+00:00",""
